user_id,review_id,text,votes.cool,business_id,votes.funny,stars,date,type,votes.useful
-6rEfobYjMxpUWLNxszaxQ,rkD7UDbQ9VM3Va6bI-eBHQ,"Owning a driving range inside the city limits is like a license to print money.  I don't think I ask much out of a driving range.  Decent mats, clean balls and accessible hours.  Hell you need even less people now with the advent of the machine that doles out the balls.  This place has none of them.  It is april and there are no grass tees yet.  BTW they opened for the season this week although it has been golfing weather for a month.  The mats look like the carpet at my 107 year old aunt Irene's house.  Worn and thread bare.  Let's talk about the hours.  This place is equipped with lights yet they only sell buckets of balls until 730.  It is still light out.  Finally lets you have the pit to hit into.  When I arrived I wasn't sure if this was a driving range or an excavation site for a mastodon or a strip mining operation.  There is no grass on the range. Just mud.  Makes it a good tool to figure out how far you actually are hitting the ball.  Oh, they are cash only also.

Bottom line, this place sucks.  The best hope is that the owner sells it to someone that actually wants to make money and service golfers in Pittsburgh.",0,cE27W9VPgO88Qxe4ol6y_g,0,1,2013-04-18,review,1
KZuaJtFindQM9x2ZoMBxcQ,WExNE-f93SL4D1q8s9QWKg,"This place is absolute garbage...  Half of the tees are not available, including all the grass tees.  It is cash only, and they sell the last bucket at 8, despite having lights.  And if you finish even a minute after 8, don't plan on getting a drink.  The vending machines are sold out (of course) and they sell drinks inside, but close the drawers at 8 on the dot.  There are weeds grown all over the place.  I noticed some sort of batting cage, but it looks like those are out of order as well.  Someone should buy this place and turn it into what it should be.",0,cE27W9VPgO88Qxe4ol6y_g,0,1,2013-07-14,review,0
H9E5VejGEsRhwcbOMFknmQ,iS34GJhMkkt9kCoTJLYEwA,"Before I finally made it over to this range I heard the same thing from most people - it's just fine to go work on your swing. I had such a low expectation I was pleasantly surprised. 

It's a fairly big range - if you are familiar with Scally's in Moon, it seems like it has almost as many tees, though its not nearly as nice a facility. 

The guys in the pro shop were two of the friendlier guys I've come across at ranges or at courses. Yards were indeed marked and there are some targets to aim for, and even some hazards to aim away from. 

A big red flag to me was the extra charge ($3) to hit off the grass. I am no range expert, but this is the 4th one I've been to and the first I've seen of that sort of nickel and diming....

Price for the golf balls was reasonable and I do plan to be back every week until they close up in October for the season. Hopefully, since its for sale, it will reopen as a golf facility again.",0,cE27W9VPgO88Qxe4ol6y_g,0,4,2013-08-16,review,0
ljwgUJowB69klaR8Au-H7g,S-G0D8Cy7PnqShoBZu8PCA,"I drove by yesterday to get a sneak peak.  It re-opens on July 14th and I can't wait to take my kids.  The new range looks amazing.  The entire range appears to be turf, which may or many not help your game, but it looks really nice.  The tee boxes look state of the art and the club house looks like something you'll see on a newer course.  Can't wait to experience it!",0,cE27W9VPgO88Qxe4ol6y_g,0,4,2014-07-11,review,0
JbAeIYc89Sk8SWmrBCJs9g,fBQ69-NU9ZyTjjS7Tb5tww,THANK YOU ROB! i truly appreciated all the help i received from this agent today who was able to removed the extra charges on my bill that the Pasadena Verizon Store on Lake was charging me on my bill for upgrading my phone.   When i went in i was having problems with my Blacberry and had to switch to the Iphone last week. Rob from the Pennsylvania store who i was connected today was able to look at my bill and all the notes and correct the problem immediately. Great Customer Service! He even set up a FOLLOW UP Phone Call with me On July 5th to make sure the credit goes through on my bill...I can't thank him enough!!!!,7,HZdLhv6COCleJMo7nPl-RA,3,5,2013-06-10,review,7
l_szjd-ken3ma6oHDkTYXg,CFiLh7WvH7dM3qVZvNiacQ,"After waiting for almost 30 minutes to trade in an old phone part of the buy back program, our customer service rep incorrectly processed the transaction. This led to us waiting another 30 minutes for him to correct it. Don't visit this store if you want pleasant or good service.",1,HZdLhv6COCleJMo7nPl-RA,1,2,2013-12-23,review,1
zo_soThZw8eVglPbCRNC9A,UzMViMQZuSxOr5wrru3LwQ,I visited this store several months ago to simply ask about smartphone plans. The agent was pleasant and helpful. I would recommend a visit to this store.,0,HZdLhv6COCleJMo7nPl-RA,0,4,2014-09-04,review,0
4H-IfBDP5GkfNsQeHi4sHA,OEopG9TyhSyyrTk2Uy5SZA,"My fiancé upgraded his phone at the Apple store, but got a strange text on his new phone about his plan. We went over to the Verizon store to see what was up, and that was about as pleasant as having forks jammed in my eyes. Awful customer service. No one came up to ask us if we needed help. We had to tear a disgruntled man away from looking at his instagram feed to help us. He didn't say there would be a wait or to sit or anything, just said ""okay then"" and left us. So we stood there waiting for help or even just directions for far too long, were ignored and told him we were leaving. Awful awful awful customer service.",0,HZdLhv6COCleJMo7nPl-RA,0,1,2015-05-06,review,0
Qs5dcst13DnQJwaBcR4VGg,VXWdUDrVpBAvzaxnHpRUAw,"Waited over 45 mins, 2 people ahead of me and I'm finally getting helped...  Wtf???
I can understand them being busy but that was ridiculous.  I work out in Robinson and went to the Settlers Ridge location and BOY- WHAT A DIFFERENCE.  They were awesome.  In & out the door in 20 minutes- I ended up with a new 6s and my wife ordered a 6sPlus... All in less than 20 minutes!  I'll never go to this store anymore.",1,HZdLhv6COCleJMo7nPl-RA,1,1,2015-11-02,review,1
LWbYpcangjBMm4KPxZGOKg,6w6gMZ3iBLGcUM4RBIuifQ,"This place was DELICIOUS!!  My parents saw a recommendation to visit this place from Rick Sebak's ""25 Things I Like About Pittsburgh"" and he's usually pretty accurate.  His recommendations were to try the Reuben, Fish Sandwich and Open-Faced Steak Sandwich.  We went early afternoon for a late lunch today (a Saturday) and were seated right away.  The staff is extremely friendly.  My Mom & I each had the fish sandwich, while my Dad & Brother had a Reuben sandwich.  The fish was very good, but the Reuben was to die for!  Both dishes were massive, and could very easily be shared between two people.  On top of being extremely large portions, it was incredibly affordable.  The giant fish sandwich was $8 and the giant Reuben was $7.50.  Our drinks were always filled and we were checked on several times during the meal.  We will definitely be back!!!  Oh and a bit of advice ahead of time - they take CASH ONLY.  So come prepared, but I'm pretty sure I saw an ATM there as well.  And I do believe they are closed on Sundays & Mondays.",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2012-12-01,review,5
m1FpV3EAeggaAdfPx0hBRQ,jVVv_DA5mCDB6mediuwHAw,Can't miss stop for the best Fish Sandwich in Pittsburgh.,0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2013-03-15,review,0
8fApIAMHn2MZJFUiCQto5Q,3Es8GsjkssusYgeU6_ZVpQ,"This place should have a lot more reviews - but I'm glad it doesn't, they don't need to get any busier.

Its been there ages, and looks it. If you're all about ambiance, don't bother. If you pretend you're in a movie set in Pittsburgh 30 years ago it works pretty well. The service is sometimes hit or miss. Most of girls are good, one is very slow, one is amazing. They are all friendly and usually a few different people will check in to make sure that you're happy. Everything is made fresh so be prepared that nothing comes flying out of that kitchen - busy times it can take a good while to get food. 

The food is AWESOME! Worth any little complaints I might think up before it gets there. Once its on the table, I forget them all.

-Fish Sandwiich
-Salmon (huge and delicious)
-Flounder
-Shrimp a few ways (""Norfolk"" style is oily for my taste, and I never had it growing up in Norfolk.)
-Hawkins St Special
-Prime Rib (sized for two, watch it)

The prices are low, the portions are large, and just about everything on the menu  is delicious. I'm not one to pick a place because they give you a lot of food, but if you like a good value and don't want to compromise on taste, this place is a gem.",1,mVHrayjG3uZ_RLHkLj-AMg,0,5,2013-03-30,review,3
uK8tzraOp4M5u3uYrqIBXg,KAkcn7oQP1xX8KsZ-XmktA,"This place was very good. I found out about Emil's when watching a show called ""25 Things I Love About Pittsburgh"" on WQED hosted by Rick Seback. This place ain't a luxurious restaurant...it's a beer & a shot bar / lounge. But the people are friendly & the food is good. I had the fish sandwich which was great. It ain't in a great part of town, Rankin, but I've been in worse places!! Try this place.",0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2013-10-20,review,1
6wvlM5L4_EroGXbnb_92xQ,BZNJkkP0bXnwQ2-sCqat2Q,"Old school.....traditional ""mom 'n pop"" quality and perfection. The best fish and chips you'll ever enjoy and equally superb fried shrimp. A great out of the way, non-corporate, vestige of Americana. You will love it.",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2013-11-07,review,0
345nDw0oC-jOcglqxmzweQ,VDTIbR3G5_IPkpXbo2MutA,"Seen this restaurant on 25 best places in Pittsburgh with Rick Seback
ack. Went there with my girlfriend she grew up with the owner. She's very nice all employees are super nice service was excellent i had the fish sandwich my girlfriend had the Ruben more than you could possibly eat very reasonable prices. Going back to try the burgers  i heard there enormous and very tasty.",1,mVHrayjG3uZ_RLHkLj-AMg,0,5,2014-03-22,review,2
r1Uk-h_bddXb2ScCetoMPA,PY6nIMMLP2pqARlbIOJuRA,"Like a lot of recent patrons, I heard about Emil's from WQED.  The food is spectacular, the owner Chrissy and the staff treat you like family.  The food is like something your grandmother would make - classic dishes that are always consistently great and memorable.",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2014-05-01,review,0
u9ULAsnYTdYH65Haj5LMSw,5uyYmniYyIB_wtKtyXDudQ,Wonderful reuben.  Map shown on Yelp page is incorrect. It is actually a different Hawkins.  I'd recommend a call for directions 412-271-9911.,0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2014-09-29,review,0
tAKjY3bQXH51msJbOHYPmQ,uf61rPucuICXhSPXlZ1hIQ,"After a morning of Thrift Store hunting, a friend and I were thinking of lunch, and he suggested Emil's after he'd seen Chris Sebak do a bit on it and had tried it a time or two before, and I had not. He said they had a decent Reuben, but to be prepared to step back in time.

Well, seeing as how I'm kind of addicted to late 40's and early 50's, and the whole Rat Pack scene, stepping back in time is a welcomed change in da burgh...as long as it doesn't involve 1979, which I can see all around me every day.

And yet another shot at finding a decent Reuben in da burgh...well, that's like hunting the Holy Grail. So looking under one more bush certainly wouldn't hurt.

So off we go right at lunchtime in the middle of...where exactly were we? At first I thought we were lost, driving around a handful of very rather dismal looking blocks in what looked like a neighborhood that had been blighted by the building of a highway. And then...AHA! Here it is! And yep, there it was. This little unassuming building with an add-on entrance with what looked like a very old hand painted sign stating quite simply 'Emil's. 

We walked in the front door, and entered another world. Another time, and another place. Oh, and any Big Burrito/Sousa foodies might as well stop reading now. I wouldn't want to see you walk in, roll your eyes and say 'Reaaaaaalllly?'

This is about as old world bar/lounge/restaurant as it gets. Plain, with a dark wood bar on one side, plain white walls with no yinzer pics, good sturdy chairs and actual white linens on the tables. This is the kind of neighborhood dive that I could see Frank and Dino pulling a few tables together for some poker, a fish sammich, and some cheap scotch. And THAT is exactly what I love.

Oh...but good food counts too. 

We each had a Reuben, and my friend had a side of fries. The Reubens were decent, but not NY awesome. A little too thick on the bread, but overall, tasty and definitely filling. Not too skimpy on the meat. I seriously CRAVE a true, good NY Reuben, but since I can't afford to travel right now, what I find in da burgh will have to do. But as we sat and ate, burgers came out to an adjoining table. Those were some big thick burgers. A steak went past for the table behind us. That was HUGE! And when we asked about it, the waitress said 'Yeah, it's huge and really good, and he only charges $12.99 for it, ain't that nuts?' Another table of five came in, and wham. Fish sandwiches PILED with breaded fish that looked amazing. Yeah, I want that, that, that and THAT!

My friend also mentioned that they have a Chicken Parm special one day of the week that is only served UNTIL 4 pm, and that it is fantastic. If only I could GET there on that week day before 4...

The waitress did a good job, especially since there was quite a growing crowd at lunchtime on a Saturday, and only one of her. She kept up and was very friendly. 

They only have Pepsi products, so I had a brewed iced tea, which was very fresh, and she did pop by to ask about refills as often as she could. As the lunch hour went on, they were getting busy.

Emil's is no frills, good portions, very reasonable prices, VERY comfortable neighborhood hole in the wall...kind of like Cheers, but in a blue collar neighborhood in the 1950's. Fan-freakin-tastic! I could feel at home here.

You definitely want to hit Mapquest or plug in your GPS though. I am not sure that I could find it again on my own...it really is a hidden gem. I will be making my friend take me back until I can memorize where the heck it is.

Addendum: 2nd visit for the fish sandwich. Excellent. Truly. A pound of fish on a fish-shaped bun (as opposed to da burgh's seemingly popular hamburger bun). The fish was flavorful, the batter excellent, and for just $8. This may have been the best fish sandwich I've yet to have in da burgh.",1,mVHrayjG3uZ_RLHkLj-AMg,0,5,2014-11-03,review,3
Kq8-FUG7d_MT2qRNiNBJnA,xY2gjy49dnpQSB2RTZzqCw,"This is a hidden gem, no really. It took us forever to find but well worth it. It is right across the street from the Rankin Police Station. The menu has a wide selection, I really couldn't decide what I wanted but I went with the ribeye sandwich. I'm glad i did too. Huge sandwich! I added mushrooms, it was very flavorful. My boyfriend got the fish sandwich, he enjoyed it as well. Fast and friendly service. Will definitely be back.",0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2014-12-18,review,0
a0ULPTNi05w-BNVovVUz2w,1W1vq7D1ofwFKbCA_GWu_A,"From reading the other reviews, I see this place was on some top 25 places in Pittsburgh list a few years ago.  I haven't seen it myself, but have known of this place for a while before my first visit in 2013.  It wasn't until my almost 80yo buddy, Mr. Italo Donatucci (world's coolest old Italian dude) brought me one of the best fish sandwiches I ever had that I became hooked!  I've had at least 10 since then, but only during the Lent season.  I gave my 5 rating based on the fish sandwich alone.  Try it without a bun also!  Either way you get 3 nice size pieces of fish equal to a pound.  You can have your choice of sides, but I always get the small mac n cheese for my side.  The staff is always really friendly and service is prompt.  It's in a rough neighborhood, but the Rankin police station is right across the street.  Almost every visit there I have seen police officers inside mingling with the locals or picking up lunch orders.  Soon I plan to make a visit that's not a Friday during Lent to try other menu items.",4,mVHrayjG3uZ_RLHkLj-AMg,1,5,2015-03-06,review,2
-ke0O45_B6STtEqd5s_ANw,6A5nASW8_XRwDxV29cWGUQ,"Another divey place we have been going to for years. My dad's favorite, as he knows the original owners. Certain items on the menu are named after the kids. Huge portions, might have a bit of a wait some nights. Huge burgers, fish sandwiches, salads. Decent service.",0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2015-03-08,review,0
FoFdGS2TjVUUXptBS_gdNQ,RgYjyaOkSY1b5r9wirrfIQ,"Love my hometown favorites. Cannot beat their fish sandwiches (although I do miss the buns as opposed to the sliced bread...stop that). Always will support Emil's
Other favorites include Reuben, Hawkins Avenue sandwich, Chrissy Club.",0,mVHrayjG3uZ_RLHkLj-AMg,0,4,2015-03-16,review,0
E5O8wsWiGLqoOVBmG84wcw,boU6hZwK-As9Zf7YHVq4GA,"I love everything about this place. The food is delicious (yes yes, the fish sandwiches, OK, I agree -- but DID YOU TRY THE MEATBALLS?? holy tamoley), I adore the staff, and I love that there are no windows -- it's its own little hermetically sealed 1950s world of delicious, real food and good people. Lots of places try to create this kind of ambiance, but it can't be manufactured. It takes decades of good food and good vibes.

Also, the food is really good. :)",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-07-02,review,0
k0a-uii8yr__Rl-9ipl_RA,e11K8g-0m66gDeRz3TgSIQ,"I had a hankering for some fried fish tonight and the fish fry at Maximilian Kolbe was going to close before I got home on the bus, and I suggested to my wife and 12 year-old daughter that we try Emil's lounge as WQED's Rick Seback loved the place as did Andrew Zimmern when he visited for the Bizarre Foods America episode featuring Pittsburgh.  

The place is in Rankin - a rough around the edges town in the Mon Valley between Swissvale and Braddock.  Don't be put off at first - the outside doesn't have much decoration to speak of and looks like the sort of place that you might think twice about it.  A TGI Fridays it isn't... And thank god for that.

The place is well-kept but a little dated -  no fripperies here.  But we're not here for the Decor - we're here for some dinner.  

The menu is basic with reasonable prices.  The meats and seafood are high quality and everything is made to order.  Their stuffed cabbage is regarded as the best in  Pittsburgh.  I love stuffed cabbage but I just made a batch a couple of weeks ago and I'm cabbaged out.  Their Ruebens are   also killer (our waitress raved about them).  My wife and I both settled on fish sandwiches.  These are true Pittsburgh fish Sammiches - fresh fried fish in crispy breading, crammed between enormous pillows of soft, yet chewy and crispy Mancini's Italian bread.  No adornments - just a boatload of hot crispy fish.  Emil's uses thick cod fillets piled high rather than a thin fillet that needs to be broken up to fit in the bun.  Truly a great sandwich.  My daughter had the BLT - looked good and on good bread and they weren't skimpy with the bacon.

The service was very pleasant and friendly and the crowd was a great group of folks.  We all had fun with 4 other tables when my wife pulled up a Trivial Pursuit game on her iPhone and pretty much everyone joined in and had a good laugh.

Overall, if you consider yourself a true Pittsburgher - you must visit this place.  It's one of the few places (Big Jim's in the Run is another) where the spirit of Pittsburgh is alive and hungry.  Please go.",1,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-11-06,review,0
LQUy7D5Bzb2WutEXhVg2Tw,MKEs8po2_DFt9msCp8w68A,"We have been coming here for over 30 years, consistantly good food and friendly staff. Vwey reasonably priced and large portions. The owner, Chrissy has taken what Emil started years ago and built it into a place we will return to again and again. Favorites are the fish and burgers, hard to pick one!",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-12-04,review,0
rtKuu--pSi1fkUekrVSVAg,GBz2JXMIypoBbVtSIH_r4w,"We had gone to the Frick Mansion for a tour and I told my friends we were stopping off for a lunch in Rankin. There wasn't much enthusiasm about the location but the reluctantly agreed.  We stopped in front and my wife said we aren't going in there are we? Well once the order the food and enjoyed the best Reuben,  fish sandwich and stuffed peppers they were sold. The owner came over and thanked us for stopping. She is a real asset to the place. The restrooms were spotless, which important to my wife. I have taken places where she had to hover  over the commode. I went back two days later for the hulushki. A real gem a perfect place to eat real comfort food. Don't forget the liver and onions.",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-12-15,review,0
qiczib2fO_1VBG8IoCGvVg,v59hvgI7A2EkFFuGkWZksQ,"Excellent fish sandwich, Wonderful Reuben Sandwich, even the stuffed cabbage tastes homemade.   Chrissy 
Is a delightful hostess and makes you feel welcome.  Restaurant personnel are pleasant.   I really enjoy visiting Emils when I'm in town   My only regret is that they are closed Mondays.   Worth the trip",0,mVHrayjG3uZ_RLHkLj-AMg,0,5,2015-12-16,review,0
XnXsAQTa59HjkjCypvHXNA,3iJmXl-538E6TUxGZFIpuA,"Have been coming to this gym for many years now mainly because of the proximity to my house and low-ish price. 

Pros:
-engaging, diverse range of classes that get switched up often. I have seen tai chi, cross fit, kettle bell, etc. they make an effort to keep up with fitness trends and the teachers are often inspiring and sociable. Going to spin and aerobics classes at EF can feel like being part of a community if you want it to

-functional equipment, various types of elliptical machines. Some things are old but some are new  

Cons:
-inconsistent with providing free sweat towels. Sometimes they are there sometimes they aren't. Not the hugest deal in the world

-NO SOAP IN THE WOMENS BATHROOM EVER. Seriously disgusting at a gym to know that no one is washing their hands with soap. 

-no pool, yet still costs as much as LA fitness which has more facilities. However I understand it is a family owned business so I support them regardless",0,VHYT1qgQw5JvXAlUDhTArA,0,3,2015-01-28,review,0
7Qv1qr1qPnHqUbAHvj52aQ,P7z3HyTD8LKOxieUXZ4ddA,"Don't go here! This place is a scam. When it comes to opening, freezing, and canceling your membership it is not easy or convenient and they get every last penny from you for a mediocre gym with sweaty smelly locker rooms. Go to LA Fitness. Bad experience here.",0,VHYT1qgQw5JvXAlUDhTArA,0,1,2015-06-25,review,0
ay9H1RpjbBkaiXGxfh7LaA,v_uEDbK5fP1UJpkXNPwXpQ,"This would be my local haunt, if I were ever to relocate to the Pittsburgh area. What a great little place! Such friendly staff, and some damn good eats!
 
It was so great, that we actually went there twice during our 4-day vacation to catch the Steelers/Ravens game. 

They have daily sandwich specials. On Thursday night we went and had the special roast beef and cheese sand., and the .35 cent wings. Very, very tasty. I'm sorry, but this place kicks Primanti Bros. butt on the taste factor. They have about 8 different types of wings... reg., garlic, and I can't remember the rest - we got the regular, and I was wishing we would had ordered more.

Going back on a Friday night, we ordered the buffalo chicken pizza and a pepperoni n' mushroom.  Wow! That buffalo chicken pizza was awesome.

The other thing that stuck out for me was one of the customers. An older gentleman; he seemed to be a regular. I really, really wanted his SPAM t-shirt.",2,KayYbHCt-RkbGcPdGOThNg,2,4,2010-10-11,review,2
JbWnXwjLaO1kncUkQOMajg,j8GuxQJ_DQsSfrJNkmcACA,"A great townie bar with tasty food and an interesting clientele. I went to check this place out on the way home from the airport one Friday night and it didn't disappoint. It is refreshing to walk into a townie bar and not feel like the music stops and everyone in the place is staring at you - I'm guessing the mixed crowd of older hockey fans, young men in collared shirts, and thirtysomethings have probably seen it all during their time at this place. 

The staff was top notch - the orders were somewhat overwhelming as they appeared short-staffed for the night, but my waitress tried to keep a positive attitude for my entire visit. The other waiter was wearing a hooded cardigan, and I wanted to steal it from him due to my difficulty in finding such a quality article of clothing.

We ordered a white pizza - large in size, engulfed in cheese, full of garlic flavor, flavorful hot sausage. An overall delicious pizza, aside from 2 things: 1, way too much grease (I know this comes with the territory, but still, it is sometimes unbearable); 2, CANNED MUSHROOMS - the worst thing to come out of a can. Ever. I would rather eat canned Alpo than canned mushrooms. And if the mushrooms weren't canned, they were just the worst mushrooms I've ever consumed. The mushroom debacle is enough to lower the review by an entire star - disgusting!

My advice for the place is keep everything awesome - random music from the jukebox, tasty food, great prices, good crowd and staff - and get some decent mushrooms; why they spoil an otherwise above average pie with such inferior crap, I'll never know.",1,KayYbHCt-RkbGcPdGOThNg,1,4,2011-02-27,review,0
4-3IU5uUH90m21TWbZhhnA,2xCds3bp0wM6nHMz3H65vg,"Alexion's has been around forever.  The first time I went in there, I was 19 years old on summer break from college and working at the ice cream factory up the hill.  All of the union guys from the ice cream factory went in there after work, and I immediately found out why.  MANY, MANY years later, I stopped in there with some fond memories, and once again felt welcomed and valued as a customer, even though they didn't know who I was.  THE SANDWICHES are done Pittsburgh-style, sort of like Primanti's, and they are as perfect today as they were back in ancient times when I first started visiting the place.  Alexion's is a clean and peaceful little place in the Rook Station part of Green Tree, the oldest part of the town.  I recall that some of the sandwiches I got there were ordered at a pretty late hour.  Nothing but good things to say about the place, and I wish it was closer to home!",1,KayYbHCt-RkbGcPdGOThNg,0,4,2011-08-15,review,0
bcwr1bFov3PSa1FiGfpc9g,UrukGX1emhSRe2fGdxdVPA,"Good for cheap drinks and wings, they offer daily specials which is nice. 

Doesnt look like much from outside but the inside is friendly enough, the bartenders have been there for awhile and do a good job. Dont expect to have a HUGE selection of alcohol. 

Their wings are good as are their salads. If you are gluten free this is not your place...lots of fried food and sandwiches. 
Offers a quick lunch.",0,KayYbHCt-RkbGcPdGOThNg,0,3,2011-12-22,review,0
Sjb5e5-gKoLXueFDMc2R8Q,2_Ru_ASf75kU303rdQjFfQ,"What a cool bar/restaurant.. I will no doubt be visiting again.  The service and prices were great.. and the restrooms were clean.   I had the buffalo chicken sandwich and it was delicious.  The menu consists of typical bar food food, however; theres a few different items on there which stand out on the menu..

A cool bar off the beaten path that is a worth a trip.  

Cheers ! !",0,KayYbHCt-RkbGcPdGOThNg,0,4,2013-04-25,review,0
tnArVArlj5usJLZbq9ydbQ,OZ_2Ss5H2bNxnYEcEZC0fA,"Awesome drink specials during happy hour. Fantastic wings that are crispy and delicious, wing night on Tuesday and Thursday!",0,KayYbHCt-RkbGcPdGOThNg,0,5,2013-04-29,review,0
W_NfPGdpM0286WBDNSvY5g,PUY1KIrW0BY9ENb3bfv2iQ,"Good beer selection. Understaffed for a light Monday night crowd, it wasn't her fault she was the only server. But it took about an hour to get our sandwiches. Mine was one of the best reubens I've ever had.",0,KayYbHCt-RkbGcPdGOThNg,0,3,2013-09-17,review,0
h-A_xNeB_xSbc0psqHyoJg,0klMyorClST8NYGJqArzPQ,Grew up near here. the family would always go once a month. Haven't stopped in for a few years until last Friday with a few friends to grab a drink. The sandwiches are always amazing just as I remember. The staff is amazing and friendly. Great place for lunch as well.,0,KayYbHCt-RkbGcPdGOThNg,0,5,2014-02-16,review,0
